Date,Close,High,Low,Open,Volume,Returns
5/1/2022,2827.756104,2838.704346,2728.078857,2729.994141,15332730152,
5/2/2022,2857.4104,2874.145996,2785.522949,2827.614014,18609741545,0.010486865
5/3/2022,2783.476318,2859.193359,2762.118652,2857.152344,13026093219,-0.025874506
5/4/2022,2940.644775,2956.686768,2779.273682,2783.131104,18186749944,0.056464808
5/5/2022,2749.213135,2948.960693,2704.91626,2940.226563,22642925048,-0.065098526
5/6/2022,2694.979736,2754.837646,2645.335205,2748.931641,21027599270,-0.01972688
5/7/2022,2636.093018,2696.652832,2599.523438,2694.991943,13369276367,-0.021850524
5/8/2022,2517.459961,2638.830566,2498.430176,2636.121826,20802269935,-0.045003365
5/9/2022,2245.43042,2528.258057,2238.062744,2518.508301,36333567678,-0.108057147
5/10/2022,2343.510986,2450.760254,2206.756836,2242.650391,38202099639,0.043680074
5/11/2022,2072.108643,2441.079346,2018.855591,2342.75415,45743399154,-0.115810144
5/12/2022,1961.701538,2170.458008,1748.303101,2072.504639,42463486402,-0.053282488
5/13/2022,2014.418213,2139.713379,1941.975952,1960.122559,24816096567,0.026872933
5/14/2022,2056.273926,2063.429932,1956.572998,2014.28064,15457044616,0.020778065
5/15/2022,2145.706787,2147.194336,2008.16272,2056.183105,14846088335,0.043492679
5/16/2022,2022.725952,2145.836914,1988.811768,2145.836914,21459552191,-0.057314837
5/17/2022,2090.40918,2113.059814,2015.971558,2022.882324,18509929297,0.033461393
5/18/2022,1916.656128,2102.32666,1916.656128,2090.459961,17740965589,-0.083119158
5/19/2022,2018.336182,2028.388184,1907.020508,1916.149536,18734247914,0.053050755
5/20/2022,1961.315674,2054.795898,1926.676758,2018.000122,15892482289,-0.028251244
5/21/2022,1974.518311,1985.395996,1944.265137,1961.017944,8546822406,0.006731521
5/22/2022,2043.170166,2047.191406,1966.038818,1974.670654,10941123403,0.034768913
5/23/2022,1972.181885,2080.333496,1964.386597,2042.344727,16434529708,-0.034744185
5/24/2022,1978.982788,1991.535522,1920.68811,1972.390869,13057109007,0.003448416
5/25/2022,1944.827881,2014.369507,1943.938599,1978.677002,13364545730,-0.01725882
